date,title,content
2021.12.14. 오후 10:50,"머스크 ""도지코인으로 일부 상품 결제 허용""…도지코인 20%↑ : 네이버 뉴스","




기사내용 요약온라인 의류·액세서리 결제 허용할 듯[서울=뉴시스]지난 2월4일자 트윗으로, 테슬라 일론 머스크 최고경영자(CEO)가 도지코인 마스코트인 시바견을 들어올리는 모습의 밈. [서울=뉴시스] 신정원 기자 = 일론 머스크 테슬라 최고경영자(CEO)가 14일(현지시간) 암호화폐 '도지코인'(dogecoin)으로 테슬라의 일부 상품을 구매할 수 있게 하겠다고 밝혔다.암호화폐를 결제 수단으로 받아들이겠다는 것은 올해 초 비트코인(bitcoin) 결제 계획을 언급했다 철회한 이후 처음이다.머스크는 이날 트위터를 통해 ""테슬라는 도지코인으로 일부 상품을 구매할 수 있게 할 것""이라며 ""어떻게 진행되는지 지켜볼 것""이라고 말했다.외신들은 테슬라가 온라인에서 의류 및 액세서리 등 일부 상품 구매를 허용할 것으로 보인다고 분석했다.머스크는 '도지코인의 아버지'를 자처하며 도지코인 띄우기를 해왔었다.그는 올해 초 비트코인(bitcoin)으로 테슬라의 전기차를 구입할 수 있도록 하겠다고 했다가 비트코인 채굴이 환경에 악영향을 미친다면서 계획을 철회한 바 있다.그는 당시 ""비트코인 채굴과 거래에서 화석 연료, 특히 탄소 배출에 가장 나쁜 석탄 사용이 급증하는 것이 우려된다""며 ""채굴업자들의 합리적인 청정에너지 사용량이 확인되면 결제를 재개할 것""이라고 했다.도지코인의 시총은 현재 250억 달러 규모다. 지난 6개월 동안 40% 하락했는데 이날 머스크의 발표로 20% 급등했다. 마켓워치에 따르면 머스크의 트윗으로 도지코인은 0.2달러까지 올랐다 0.18달러로 떨어졌다.[서울=뉴시스]일론 머스크 테슬라 최고경영자(CEO)가 14일(현지시간) 암호화폐 도지코인으로 테슬라의 일부 상품을 구매할 수 있도록 하겠다고 밝혔다. (사진=머스크 트위터 캡처) 2021.12.14.

"
2021.12.14. 오후 10:43,美 생산자 물가 역대 최고 9.6%↑‥Fed 테이퍼링 가속도 확실시 : 네이버 뉴스,"




[이미지출처=AP연합뉴스]미국 11월 생산자 물가가 예상을 뛰어넘어 10%에 육박하는 상승률을 기록했다. 인플레 대응을 위한 미국의 기준 금리 인상 속도가 빨라질 것이 기정사실화 하는 모습이다.미국 노동부는 14일(현지시간) 11월 생산자물가지수(PPI)가 지난해 같은 기간보다 9.6% 상승했다고 발표했다. 전달의 8.6% 상승과 비교해 상승 폭이 더욱 커졌다. 시장의 예상치 9.2% 상승보다도 상승률이 더 높았다.11월 PPI는 전월에 비해서도 0.8%가 올라 전달 상승 폭 0.6%, 시장 전망치 0.5% 상승을 뛰어넘었다.시장은 11월 PPI 상승 폭이 전달 대비 소폭 감소할 것으로 예상했지만 결과는 더 큰 폭의 상승세였다.근원 PPI 역시 7.7%나 올라 전달의 6.8% 상승 대비 상승 폭 확대가 두드러졌다. CNBC 방송은 이번 PPI 상승률이 역대 최고 기록이라고 전했다.지난주 발표된 소비자물가지수(CPI)가 6.8%까지 치솟은 데 이어 PPI까지 10%에 육박하는 상승률을 보이면서 연방준비제도(Fed)의 통화정책 정상화도 가속화될 가능성이 더 커졌다.Fed는 이날부터 이틀간의 연방공개시장위원회(FOMC) 정례회의에서 자산매입축소(테이퍼링) 가속화를 논의할 예정이다.Fed가 당초 예정보다 3개월 이른 내년 3월에 테이퍼링을 마치면 본격적인 금리 인상 채비에 들어갈 것으로 예상된다.Fed는 FOMC 회의 후 위원들의 금리 전망을 담은 점도표를 발표한다. 시장은 내년에 3번의 금리 인상 가능성을 점치고 있다.

"
2021.12.14. 오후 10:18,"코웬, 플래닛피트니스 목표가 100달러…1분기 110만명 신규회원 기대 : 네이버 뉴스","




	
	투자회사 코웬(Cowen)이 미국의 피트니스 프랜차이즈 플래닛피트니스(Planet Fitness) 주가에 대한 낙관적 전망을 내놨다.14일(현지시간) CNBC에 따르면 코웬은 플래닛 피트니스의 목표주가를 주당 92달러에서 100달러로 상향 조정했다.새로운 예측은 전 거래일(13일) 종가에서 17%의 상승 여력을 의미한다.코웬은 플래닛피트니스가 2022년 1분기에 최소 110만 명의 신규 회원을 확보하고, 내년에 최소 200개의 체육관을 추가할 것으로 예측했다.인구 통계학적 추세 또한 플래닛피트니스의 성장을 주도할 것이라고 코웬은 설명했다.코웬의 Max Rakhlenko 애널리스트는 ""젊은 세대는 이전 세대보다 건강과 웰빙에 더 관심이 많다""며 ""Z세대와 밀레니얼 소비자는 플래닛피트니스 회원의 60%를 구성하고 있다""고 설명했다.그는 또 최근 플래닛피트니스의 주가 하락이 투자자들에게 ""매력적인 진입점을 제공한다""고 강조했다.전 거래일 코웬의 종가는 11월의 52주 신고가에서 14% 이상 하락했다.

"
2021.12.14. 오후 10:00,"10월 유로존 산업생산 전월비 1.1%↑...""자본재·내구소비재 기여"" : 네이버 뉴스","




[프랑크푸르트=AP/뉴시스] 10일(현지시간) 독일 프랑크푸르트에서 시민들이 쇼핑가를 거닐고 있다. 독일 질병관리청은 이날 독일의 코로나19 신규 확진자 수가 4만 명에 육박해 사상 최고치를 기록했다며 백신 접종이 빠르게 진행되지 않으면 또 다른 봉쇄가 필요할 것이라고 경고했다. 2021.11.11. [서울=뉴시스]이재준 기자 =이재준 기자 = 유로존 경기동향을 반영하는 10월 산업생산 지수는 전월 대비 1.1% 올랐다고 유럽연합(EU) 통계청이 14일 발표했다.마켓워치와 AFP 통신 등은 EU 통계청(유로스타트)의 10월 유로존 광공업 생산 통계를 인용해 경기 회복세가 계속되는 가운데 자본재와 내구소비재 생산 호조에 힘입어 이 같은 상승을 기록했다고 전했다.  유로화를 공유하는 유럽 19개국을 망라하는 유로존의 산업생산 시장 예상 중앙치는 9월 대비 1.2% 상승인데 실제로는 이를 약간 하회했다.EU 통계청에 따르면 전년 동월 대비로는 3.3% 올랐다. 시장 예상 중앙치 3.2%를 0.1% 포인트 웃돌았다. 비내구소비재가 견인했다.10월 산업용 자본재 생산은 전월에 비해서 3.0% 확대했다. 8월과 9월에는 감소했지만 3개월 만에 플러스를 기록했다. 자본재 생산은 작년 같은 달보다는 5.2% 증가했다.내구소비재 생산 경우 전월보다 1.7% 증대했다. 지난해 동월 대비로는 2.3% 늘어났다.비내구소비재는 전년 동월에 비해 6.9% 증가해 지난 수개월 동안 대폭 신장세를 이어갔다.중간재는 2.1% 증대했지만 에너지 생산은 1.0% 감소했다.국가별로는 역내 최대 경제국인 독일과 슬로바키아가 3.0%로 가장 많이 상승했고 그리가 2.5%, 덴마크도 2.1%로 그 뒤를 이었다.반면 10월 산업생산이 제일 많이 감소한 것은 2.4%가 줄어든 에스토니아이며 라트비아가 1.5%, 네덜란드와 루마니아는 0.9% 각각 축소했다.한편 EU 전체로는 자본재가 3.5%, 비내구소비재 7.9%, 에너지 3.1%, 중간재와 내구소비재 각각 2.6% 늘어났다.

"
2021.12.14. 오후 9:53,"영국, 8~10월 실업률 4.2%로 떨어졌지만 오미크론 불확실성 : 네이버 뉴스","




기사내용 요약고용 유지 지원 종료에도 구인난 속 기업 고용 계속몇 주 사이오미크론 변이가 새로운 불확실성 조성영란은행 금리 인상 않을 것 예상도 [런던(영국)=AP/뉴시스] 9일(현지시간) 영국 런던에서 일부 시민들이 마스크를 쓴 채 걷고 있다. 2021.12.10.[런던=뉴시스]이지예 특파원 = 영국의 8~10월 실업률이 4.2%로 하락했다.영국 통계청(ONS)은 14일(현지시간) 8~10월 실업률이 4.2%로 지난 7~9월 4.3%보다 0.1%포인트 떨어졌다고 발표했다.코로나19 팬데믹(세계적 대유행) 동안 고용 유지를 위한 정부의 임금 지원 프로그램이 종료됐음에도 구인난 속에 기업들이 고용을 계속하고 있다는 분석이 나온다.AP통신은 다만 이번 수치는 코로나19 오미크론 변이 우려가 제기되기 전에 해당한다며 오미크론 출현으로 지난 몇 주 사이 새로운 불확실성이 조성됐다고 지적했다.이 매체는 영란은행이 긍정적 고용 지표에도 오미크론 확산 우려로 인해 16일 회의에서 기준금리 인상에 나서지 않을 것으로 예상했다. 영국은 오미크론 누적 감염자가 4000명이 넘는다. 이에 정부는 위드 코로나 기조를 뒤집고 실내 마스크 착용과 재택 근무 권고, 코로나19 백신 패스 도입 등 방역을 다시 강화했다.

"
2021.12.14. 오후 9:46,"BofA, 애플 투자의견 중립→매수…목표가 210달러 : 네이버 뉴스","




	
	뱅크 오브 아메리카(Bank of America, BofA)가 애플의 투자의견을 상향 조정했다.14일(현지시간) CNBC에 따르면 BofA는 애플의 투자의견을 ‘중립'에서 ‘매수'로 변경했다.BofA는 증강 현실(AR)과 가상 현실(VR)을 위한 헤드셋 출시 계획이 애플 주식을 이끌 수 있다고 설명했다.왐시 모한(Wamsi Mohan) BofA 애널리스트는 ""AR/VR용 헤드셋이 많은 새로운 애플리케이션을 가능하게 할 것이기 때문에 게임 체인저로 보고 있다""라며 ""이 제품에 대한 기대는 기관투자자들의 포지션 증가를 유도할 수 있다""고 말했다.그는 ""AR/VR 헤드셋 출시는 아이폰 교체 주기를 단축하고, 예상보다 더 강력한 아이폰 판매로 이어질 수 있다""며 ""애플은 AR/VR 헤드셋에 프리미엄을 부과할 수 있어야 한다""고 덧붙였다.BofA는 애플의 목표주가를 160달러에서 210달러로 인상했다. 전 거래일(13일) 종가에서 19.5%의 상승 여력을 나타낸다.

"
2021.12.14. 오후 9:39,"'도지파더' 일론 머스크 ""도지코인으로 테슬라 용품 살 수 있게 할 것"" : 네이버 뉴스","




	
	[이데일리 이광수 기자] 일론 머스크 테슬라(TSLA) 최고경영자(CEO)가 도지코인으로 테슬라가 판매하는 일부 상품을 살 수 있도록 하겠다고 밝혔다. 이 영향에 도지코인은 30%대 급등세를 보이고 있다. 일론 머스크 트위터 갈무리일론 머스크는 14일(현지시간) 자신의 트위터를 통해 “테슬라가 도지코인으로 구매 할 수 있는 일부 상품을 만들 것”이라며 “어떻게 될지 지켜보자”고 말했다.일론 머스크는 자신의 트위터를 통해 도지코인은 물론 비트코인 시세에 막대한 영향력을 행사하고 있다. 과거 트위터에 자신을 ‘도지 파더(도지코인의 아버지)’라고 쓰며 도지코인에 대한 애정을 밝히기도 했다. 앞서 테슬라 전기차 구입에 비트코인을 결제 수단으로 도입하겠다는 뜻을 밝혔다가 환경상의 이류를 들며 철회하기도 하면서 가상화폐 시장의 변동성을 키우기도 했다.

"
2021.12.14. 오후 9:30,"머스크 ""도지코인으로 테슬라 상품 결제""…도지코인 25% 상승 : 네이버 뉴스","




	
	미국 전기자동차 업체 테슬라의 최고경영자 일론 머스크(Elon Musk)가 도지코인으로 테슬라가 판매하는 상품을 살 수 있도록 하겠다고 밝혔다.14일(현지시간) 머스크는 자신의 트위터에 ""테슬라는 일부 상품을 '도지'(Doge)로 살 수 있게 할 것""이라며 ""어떻게 진행될지 볼 것""이라고 말했다.현재 테슬라는 전기차 외에 어린이용 전기바이크 사이버쿼드와 의류, 액세서리 등을 판매하고 있다.이 소식이 나오자 도지코인 가격은 순식간에 25.5% 상승한 0.208194달러를 기록했다.

"
2021.12.14. 오후 9:27,"'올해의 인물' 선정된 머스크…""도지코인으로 테슬라 상품 결제 허용"" : 네이버 뉴스","




 일론 머스크 테슬라 최고경영자(CEO)가 이번에는 도지코인으로 일부 상품을 구매가능하도록 하겠다고 14일 밝혔다.머스크는 이날 자신의 트위트를 통해 ""테슬라는 일부 상품을 '도지'(Doge)로 살 수 있게 할 것""이라며 ""어떻게 될지 지켜보자""고 말했다.로이터통신에 따르면 머스크의 이같은 언급 후 도지코인의 가격은 0.195달러로 24% 가량 순식간에 급등하기도 했다.앞서 머스크는 트위터에 자신을 도지코인의 아버지(Dogefather)라고 적는 등 도지코인 띄우기에 나선 바 있다.현재 전기자동차업체 테슬라는 어린이용 전기자전거와 미니카 모델, 의류, 벨트 등을 판매 중이다.한편, 머스크는 미국의 대표적인 시사잡지인 타임(TIME)이 선정한 '올해의 인물'에 선정됐다.타임은 올해의 인물로 꼽힌 머스크에 대해 ""세계에서 가장 부유한 사람이 집을 소유하지 않는다. 인공위성을 쏘아 올리고 태양광 에너지를 활용한다. 또 기름을 사용하지 않고 운전자가 거의 필요없는 자동차를 만든다. 손가락을 튕기는 것만으로도 주식 시장은 급등하거나 급락한다""고 총평을 내렸다.

"
2021.12.14. 오후 9:20,"3M, 니오젠과 식품안전사업 합병…기업가치 93억 달러 : 네이버 뉴스","




	
	미국 제조기업 3M(MMM)의 식품 안전 사업 부문과 헬스케어 장비 업체 니오젠(Neogen Corp)이 합병한다.14일(현지시간) 월스트리트저널에 따르면 3M은 식품 안전 사업을 분리하고, 니오젠과 53억 달러 규모의 신규 부채를 포함한 거래로 합병할 것이라고 밝혔다.합병될 회사의 기업 가치는 93억 달러로 점쳐지며, 합병 후 첫 해에 약 10억 달러의 예상 매출을 올릴 것으로 예상된다.거래는 2022년 3분기 말까지 완료될 전망이다.3M은 결합된 회사의 50.1%를 소유하고, 네오젠은 나머지 49.9%를 소유하게 된다.합병 소식이 전해진 이후 니오젠의 주가는 이날 장전 거래에서 14% 상승했다.

"
