date,title,content
['2021.12.14. 오후 3:07'],"[""OK저축은행 '연 2%' 파킹통장 금리, 내달부터 다시 대폭 인하""]","['[서울경제]\n\nOK저축은행이 최근 연 2.0%까지 올린 파킹통장 금리를 다음달 다시 대폭 인하한다.\n\nOK저축은행은 내달 4일부터 OK파킹대박통장 금리를 내린다고 14일 밝혔다. 현재 OK저축은행은 5억원 이하분에 연 2.0%, 5억원 초과분에는 연 1.5% 금리를 적용하고 있는데 내달부터는 2억원 이하분에 연 1.3%, 2억원 초과분에 연 0.3%의 금리를 적용한다고 공지했다. OK저축은행은 이달 9일부터 파킹통장 금리를 인상했으나, 불과 며칠 만에 대폭적인 금리 인하를 예고한 것이다.\n\n이는 소비자들이 높은 금리를 보고 몰렸지만, 금융당국의 강도 높은 규제로 대출을 늘리기 어려운 만큼 이자를 부담하기 어려웠기 때문으로 풀이된다. OK저축은행이 금리를 높인 후 며칠간 고액 자금을 포함한 신규 자금 유입이 몰렸던 것으로 전해졌다. OK저축은행 관계자는 “해당 상품의 금리는 특판이 종료되면서 정상 금리로 돌아간 것”이라고 말했다.']"
['2021.12.14. 오후 3:07'],"['한국거래소 종합검사, 현장 마무리…정은보 ""추가검사는 검사팀 결정""']","['셀트리온 검사에 대해선 말 아껴\n한국거래소에 대한 금융감독원의 종합검사 현상검사가 마무리 단계에 접어든 것으로 파악된다. 향후 추가 검사는 검사팀 결정에 따라 좌우될 전망이다.\n\n14일 정은보 금융감독원장은 \'회계법인 최고경영자(CEO)와의 간담회\'가 끝나고 기자들과 만난 자리에서 이같이 말했다.\n\n정은보 금융감독원장이 지난 9일 은행연합회에서 열린 상호금융회장들과의 간담회에 참석해 모두발언을 하고 있다. [사진=금융감독원]\n\n\n정 원장은 한국거래소 종합검사가 이번 주 안으로 종료되는데, 이후 일정은 검사팀 결정에 달렸다고 전했다.\n\n그는 ""종합 검사를 이번 주까지 2주 연장했는데 일단 현장 검사는 종료를 한다""며 ""추가 검사 여부는 실무 검사팀에서 서류 작업을 통해 결정할 것""이라고 말했다.\n\n아울러 셀트리온 감리 진행상황에 대해선 말을 아꼈다.\n\n정 원장은 ""셀트리온은 지금 금융위원회 감리위원회에서 논의가 되고 있다""면서 ""금감원은 감리 과정에서 확인된 사실관계를 바탕으로 논의를 하고 있으며, 현재 어떤 내용들이 논의되고 있는지에 대해 언급하기는 어렵다""고 당부했다.\n\n또 과징금 취소 여부에 대해선 ""검사가 종료된 후 결론을 내도록 하겠다""고 선을 그었다.']"
['2021.12.14. 오후 3:03'],['제10회 여신금융포럼 개최'],"['(서울=뉴스1) 이재명 기자 = 임용성 한국 IBM 상무가 14일 오후 서울 중구 은행연합회관에서 열린 제10회 여신금융포럼 ‘여전사 디지털 리스트럭처링’에서 ‘디지털 시대, 어떻게 변화할 것인가’를 주제로 발표하고 있다. 2021.12.14/뉴스1']"
['2021.12.14. 오후 3:02'],['개회사하는 김주현 여신금융협회장'],['(서울=뉴스1) 이재명 기자 = 김주현 여신금융협회장이 14일 오후 서울 중구 은행연합회관에서 열린 제10회 여신금융포럼 ‘여전사 디지털 리스트럭처링’에서 개회사를 하고 있다. 2021.12.14/뉴스1']
['2021.12.14. 오후 3:02'],['제10회 여신금융포럼 주제발표하는 임용성 상무'],"['(서울=뉴스1) 이재명 기자 = 임용성 한국 IBM 상무가 14일 오후 서울 중구 은행연합회관에서 열린 제10회 여신금융포럼 ‘여전사 디지털 리스트럭처링’에서 ‘디지털 시대, 어떻게 변화할 것인가’를 주제로 발표하고 있다. 2021.12.14/뉴스1']"
['2021.12.14. 오후 3:02'],"[""제10회 여신금융포럼 '여전사 디지털 리스트럭처링'""]",['(서울=뉴스1) 이재명 기자 = 김주현 여신금융협회장 등 참석 내빈들이 14일 오후 서울 중구 은행연합회관에서 열린 제10회 여신금융포럼 ‘여전사 디지털 리스트럭처링’에서 기념촬영을 하고 있다. 2021.12.14/뉴스1']
['2021.12.14. 오후 3:02'],['제10회 여신금융포럼 주제발표'],"['(서울=뉴스1) 이재명 기자 = 임용성 한국 IBM 상무가 14일 오후 서울 중구 은행연합회관에서 열린 제10회 여신금융포럼 ‘여전사 디지털 리스트럭처링’에서 ‘디지털 시대, 어떻게 변화할 것인가’를 주제로 발표하고 있다. 2021.12.14/뉴스1']"
['2021.12.14. 오후 3:02'],"[""임용성 한국 IBM 상무 '어떻게 변화할 것인가'""]","['(서울=뉴스1) 이재명 기자 = 임용성 한국 IBM 상무가 14일 오후 서울 중구 은행연합회관에서 열린 제10회 여신금융포럼 ‘여전사 디지털 리스트럭처링’에서 ‘디지털 시대, 어떻게 변화할 것인가’를 주제로 발표하고 있다. 2021.12.14/뉴스1']"
['2021.12.14. 오후 3:02'],['제10회 여신금융포럼 개회사하는 김주현 회장'],['(서울=뉴스1) 이재명 기자 = 김주현 여신금융협회장이 14일 오후 서울 중구 은행연합회관에서 열린 제10회 여신금융포럼 ‘여전사 디지털 리스트럭처링’에서 개회사를 하고 있다. 2021.12.14/뉴스1']
['2021.12.14. 오후 3:02'],"[""김주현 회장 '제10회 여신금융포럼 참석'""]",['(서울=뉴스1) 이재명 기자 = 김주현 여신금융협회장이 14일 오후 서울 중구 은행연합회관에서 열린 제10회 여신금융포럼 ‘여전사 디지털 리스트럭처링’에서 개회사를 하고 있다. 2021.12.14/뉴스1']
['2021.12.14. 오후 3:02'],"[""'여전사 디지털 리스트럭처링' 제10회 여신금융포럼 개최""]",['(서울=뉴스1) 이재명 기자 = 김주현 여신금융협회장 등 참석 내빈들이 14일 오후 서울 중구 은행연합회관에서 열린 제10회 여신금융포럼 ‘여전사 디지털 리스트럭처링’에서 기념촬영을 하고 있다. 2021.12.14/뉴스1']
['2021.12.14. 오후 3:02'],"['[人사이트]고용철 샵온에어 대표 ""사업자·소비자 결제수수료 부담, 우리가 줄이겠다""']","[""고용철 샵온에어 대표(사진=김민수 기자)\n\n“결제수수료를 너무 과도하게 부과하지 않은 세상을 만들고 싶어 이 사업에 뛰어들었습니다. 샵온에어가 선보인 솔루션이 국내 결제시장을 한 단계 성장시키는 단초가 되길 기대합니다.”\n\n고용철 샵온에어 대표는 최근 선보인 O2O(온라인 투 오프라인) 솔루션 스캔고와 돈냥이(돈 받는 고양이)를 통해 국내 지급결제 체계를 개선하겠다고 이같이 밝혔다. 아울러 더치페이 등 최근 확산하는 지불 트렌드에 부합한 간편결제 서비스도 확대하겠다는 계획을 전했다.\n\n고용철 대표는 신한은행 출신 전통 뱅커 CEO다. 신한은행에서는 신한 쏠의 전신인 써니뱅크 디지털 뱅킹 솔루션 상용화 등을 진두지휘했다. 핀테크 앱인 '신한 퓨처스랩' 프로젝트에도 참여했다.\n\n고 대표는 “플랫폼과 다르게 기존 금융사는 돈이 되지 않는 일에 움직이지 않는다”며 “은행이 송금할 때 발생하는 수수료 원가가 평균 0.7~0.8원인데 이걸 수십년간 500원씩 소비자에게 부과하고 있다”고 지적했다.\n\n이어 “한해 2조원을 수익으로 얻는 회사가 이런 사업방식을 여전히 고수하고 있다”며 “은행에 있을 당시에도 트래픽 중요성을 강조했지만 결국 성공에까지 이르지 못했고 이런 부채가 나에게 종합적으로 작용해 샵온에어란 회사를 차리게 된 것”이라고 말했다.\n\n그렇게 해서 세상에 나온 서비스가 스캔고와 돈냥이다. 스캔고는 O2O 주문-결제시스템으로 기존 솔루션이 바뀔 때마다 결제 인프라 관련 유지비용이 발생하지 않는다. 기존 매장 인프라를 그대로 사용해 주문과 결제기능을 물론 다양한 O2O 서비스를 이용하는 것이 기존 솔루션과 차별점이다.\n\n스캔고가 사업자를 위한 솔루션이라면 돈냥이는 개인을 위한 맞춤형 서비스다. 돈냥이는 입금 계좌와 요청 금액이 담긴 송금용 QR코드를 만들고 이를 상대방이 스캔하면 바로 입금되는 구조다. QR코드를 스캔하면 카카오페이와 토스 애플리케이션(앱)이 구동해 계좌와 받을 금액이 저절로 입력된다. 상대방 입증만 거치면 입금이 완료되는 구조다. 사용 수수료 요구나 광고 게재도 없어 최근 당근마켓 등을 중심으로 점차 사용이 확산하고 있다.\n\n최근에는 트렌드를 반영한 'N빵하기' 등 더치페이 서비스도 선보였다.\n\n고 대표는 “N빵하기 서비스는 점주가 스캔고를 통해 사람 인원수를 선택하면 소비자가 QR코드를 통해 30초 안에 결제가 완료되는 서비스”라며 “기존 다양한 플랫폼 업체가 더치페이 서비스를 선보였지만 점주와 소비자 모두가 간편하고 빠르게 결제가 가능하다는 점에서 기존 서비스들과 차별화된다”고 설명했다.\n\n고 대표는 향후 샵온에어 솔루션을 온라인 영역까지 확대하는 것을 목표로 하고 있다. 과도한 PG수수료 문제를 해결하겠다는 포부다.\n\n고 대표는 “오프라인 가맹점과 다르게 인터넷 쇼핑몰 등을 현재 PG 수수료로 35%를 내는 상황”이라며 “샵온에어 솔루션을 통해 온라인 쇼핑몰 등 개인사업자들의 부담을 줄이는 것이 다음 목표”라고 강조했다.""]"
['2021.12.14. 오후 2:58'],['대출 만기연장·상환연기 261조 돌파'],"['코로나19로 피해를 본 중소기업과 소상공인에 지원된 대출 원금 만기연장과 원리금 상환유예 규모가 1년 6개월만에 261조원을 넘어선 것으로 나타났다. 당국은 내년 3월 만기연장·상환유예 지원을 종료할 예정이어서 상환 부담이 만만치 않을 전망이다.\n\n14일 윤관석 의원실이 금융위원회로부터 받은 자료에 따르면, 중소기업과 소상공인의 대출금 상환을 미뤄주는 제도가 시작된 작년 4월 이후 올해 10월까지 대출 만기연장과 원리금 상환유예 지원 규모(중복·복수 지원 포함)가 106만건에 261조2301억원에 달했다.\n\n대출의 만기연장 지원을 받은 대출 계약이 95만5000건(247조4000억원)이었다. 원금 상환유예 지원과 이자 상환유예는 각각 8만6000건(13조6000억원)과 1만7000건(2301억원)으로 집계됐다.\n\n올해 7월 말 기준 만기연장·상환유예 규모인 222조원과 비교하면 3개월 만에 261조2301억원으로 무려 40조원 이상 늘어났다. 늘어난 지원금은 주로 대출 만기연장이 컸다. 대출 만기연장은 지난 7월 말 209조7000억원에서 10월 말 247조4000억원으로 37조7000억원이나 확대됐다.\n\n만기연장·상환유예 조처는 코로나19로 경영난을 겪는 중소기업과 소상공인을 지원하고자 작년 4월 시행됐으며 6개월 단위로 세 차례 연장됐다.\n\n금융권에서는 코로나19 장기화로 소상공인과 자영업자의 경영실적과 재무상태가 악화해 위기에 빠지고 상환 연기 등의 지원을 받은 대출이 부실화할 가능성을 우려하고 있다.']"
['2021.12.14. 오후 2:53'],"['김학수 금결원장 ""데이터 홍수 시대…새로운 기회 창출""']","['기사내용 요약\n금결원, \'데이탑 플랫폼\' 구축\n데이터 핵심 인프라로 발돋움\n\n\n[서울=뉴시스] 박은비 기자 = 금융결제원은 데이탑(Datop) 플랫폼 구축을 완료하고 포털을 오픈했다고 14일 밝혔다. 데이탑 플랫폼은 금융결제원이 보유한 일 평균 2억3000만건 데이터를 비식별화 기반으로 통합해 데이터를 분석·개방·결합하는 금융권 공동 데이터 플랫폼이다.\n\n이날 오후 서울 종로구 포시즌스호텔에서 열린 데이탑 개방 선포식에는 고승범 금융위원장, 배준석 한국은행 부총재보, 김광수 은행연합회장, 이동걸 산업은행장, 방문규 수출입은행장, 허인 국민은행장, 진옥동 신한은행장, 권광석 우리은행장, 김진균 수협은행장, 서호성 케이뱅크 은행장, 홍민택 토스뱅크 대표 등이 참석했다.\n\n금융결제원은 향후 다양한 데이터 수요자 요구사항을 적극 발굴하고 반영해 금융회사를 비롯한 여러 분야 데이터 기반 혁신을 지원하는 국내 데이터 산업의 핵심 인프라 중 하나로 발돋움하겠다는 구상이다. 데이탑 플랫폼과 포털은 데이탑A(금융사)·B(대국민)·C(데이터결합서비스 이용기관)로 구성된다. 주요 서비스 대상별 특성에 맞는 구성과 기능을 구비했다는 게 금융결제원 설명이다.\n\n김학수 금융결제원장은 개회사에서 ""1년여간 준비해온 금융권 공동 데이터 플랫폼 데이탑이 마침내 오늘부터 본격적인 서비스를 시작하게 된다""며 ""데이터 활용이 이종산업간 발전의 촉매 역할을 하고 새로운 서비스를 창출하는 데이터 경제시대가 본격적으로 도래했다""고 말했다.\n\n그러면서 ""앞으로 기업들은 홍수처럼 쏟아지는 데이터를 분석해 어떻게 활용하느냐에 따라 새로운 서비스를 만들고 새로운 기회를 창출해 나갈 수 있을 것""이라며 ""금융결제원은 데이터 경제가 활성화될 수 있도록 적극 노력하겠다""고 강조했다.']"
['2021.12.14. 오후 2:53'],['비트코인 하락에 채굴기업 주가도 반토막'],"['기사내용 요약\n비트코인, 지난달 전고점 대비 30% 하락\n채굴기업 마라톤디지털 주가 51% 감소\n""공급 이슈·수요 확대로 장기 강세는 유지""\n[서울=뉴시스] 고범준 기자 = 비트코인이 금리인상 우려에 5800만원대에 거래되고 있는 14일 오후 서울 서초구 빗썸 고객지원센터 전광판에 비트코인 등 암호화폐 시세가 표시되고 있다. 2021.12.14. bjko@newsis.com\n\n\n[서울=뉴시스] 김제이 기자 = 비트코인이 지난달 신고가를 기록한 뒤 깊은 조정기를 겪고 있다. 비트코인은 전고점 대비 30% 하락했으며 이로 인해 미국 최대 채굴 기업인 마라톤디지털의 시가총액도 최고치 이후 절반 수준으로 줄어들었다.\n\n14일 오후 2시29분 기준 국내 암호화폐 거래소 업비트에서 비트코인은 전일 대비 0.38% 내린 5840만5000원을 기록 중이다. 이는 지난달 9일 기록한 8270만원(업비트 기준)보다 29.38% 하락한 것이다. 같은 시각 코인마켓캡에서 집계한 글로벌 평균 시세는 4만6934달러로 24시간 전대비 4.36% 하락했다.\n\n지난달 9일 신고가를 기록한 뒤 비트코인은 연일 조정을 겪었다. 이달 들어서는 \'검은 주말\'로 불렸던 지난 4일 하루 동안에만 고점 대비 저점 기준 17.88%가 내렸으며, 이 밖에도 9일, 13일 닷새 안팎의 주기로 가격이 크게 하락했다.\n\n비트코인을 비롯한 암호화폐 시장의 부진은 글로벌 금융시장에서 위험자산 선호심리가 약해졌기 때문이다. 코로나19 최신 변이인 오미크론 바이러스에 대한 경계감이 여전한 가운데 중국의 헝다 디폴트 가능성, 찰리 멍거 버크셔해서웨이 부회장의 자산시장 버블 경고 가능성 등 악재가 겹치며 예상치 못한 하락장이 펼쳐진 것이다.\n\n시장에서 계산하지 못한 악재들로 암호화폐 가격이 내려가자 비트코인 등의 암호화폐 레버리지 상품들이 연이어 청산되면서 가격 하락의 골이 더욱 깊어졌다.\n\n오미크론으로 인한 미국 연방준비제도(Fed·연준)의 금리인상 조기 단행에 대한 우려 등 글로벌 거시경제에 대한 불확실성으로 인해 단기적으로 암호화폐 시장에 대한 경계감이 높아졌다는 게 전문가들의 분석이다.\n\n비트코인의 부진으로 인해 채굴기업들도 동반 하락을 면치 못하고 있다. 비트코인 최대 채굴기업중 하나인 미국 마라톤디지털홀딩스(MARA)의 주가는 지난달 9일(현지시각) 올해 최고치에 도달한 후 약 51% 하락했다. 즉, 기업가치 역시 반 토막 났다는 것이다. 트레이딩뷰 자료에 따르면 비트코인의 전고점 당시 마라톤디지털홀딩스의 시가총액은 76억달러 수준이었으나 전날에는 약 38억달러 수준으로 내렸다.\n\n다만, 전문가들은 비트코인 해시레이트의 증가로 인한 채굴 난이도 상승과 공급 충격 이슈 등으로 장기적인 상승세는 우세할 것이라고 전망했다.\n\nDA데이비슨의 애널리스트 크리스토퍼 브렌들러는 ""채굴기업들의 주식은 비트코인 가격이 회복되면서 더 많은 호재가 있을 것이기 때문에 비트코인 자체의 가격보다 \'물질적으로 더 나은\' 매수 기회를 나타낸다""고 평가했다.\n\n또 13일(현지시각) 분석 플랫폼 클라크 무디 비트코인에 따르면 비트코인이 총 발행수량(2100만개) 중 90%가 채굴된 것으로 나타났다. 비트코인에 대한 금융기관의 수요가 커지고 있는 상황에서 공급 부족 우려는 비트코인의 가격을 끌어올리는 요인이 될 수 있다. 해시레이트가 상승한다는 건 들이는 시간과 원가에 비해 채굴량이 줄어듦을 의미하고 이는 즉 공급의 감소를 뜻한다.\n\n현재는 차익실현 매물 출회 등 수요가 감소하고 있지만 향후에 기업들의 수요가 늘어날 경우 비트코인의 공급이 어려워지면 이는 가격 상승의 원동력으로 작용할 수 있다는 얘기다. 지난해 말에도 비슷한 현상이 나타나면서 비트코인 가격 상승에 일조한 바 있다.\n\n한대훈 SK증권 연구원은 ""일부에서는 \'시즌종료\'를 논하기도 하지만 아직 시즌종료 판단은 이르다는 생각""이라면서 ""지난 2017년의 시즌종료와 비교해보면 당시에는 블록체인으로 무엇을 할 지에 대한 명확한 대답이 없었고, 산업에 진출하는 국내외 기업들의 수도 생각보다 많지 않았다""고 설명했다.\n\n한 연구원은 ""하지만 지금은 디파이(DeFi, 탈중앙화 금융), NFT(Non-fungible Token, 대체불가능한 토큰), 웹 3.0 등 가시적인 성과들이 나타나고 있기 때문에 당시와는 상황이 다르다""며 ""따라서 글로벌 매크로 환경에 대한 불확실성이 여전해 단기적으로 가격 변동성이 높아질 수 있지만 중장기적으로는 여전히 긍정적이라는 기존 전망을 유지한다""고 했다．']"
['2021.12.14. 오후 2:52'],"[""김병주 MBK파트너스 회장, 미 포브스 '2021 아시아 자선가' 선정""]","['김병주 MBK파트너스 회장.(사진=MBK파트너스 제공) *재판매 및 DB 금지\n\n\n[서울=뉴시스]이주혜 기자 = 김병주 MBK파트너스 회장이 올해 아시아의 대표적인 자선가로 선정됐다.\n\n14일 미국 경제전문지 포브스는 인터넷판을 통해 아시아의 자선가 15인을 선정했다. 포브스는 김병주 회장의 \'교육\'에 대한 비전에 주목해 김 회장의 이름을 포함했다.\n\n김 회장은 올해 서울시립도서관 건립을 위해 300억원을 사재 출연했다. 서울시립도서관 건립을 위해 서울시에 개인이 기부한 첫 사례이다. 서대문구 북가좌동 479번지에 들어설 서울시립도서관은 5층, 9000제곱미터(약 2727평) 규모로 2023년 건립에 들어갈 예정이며 2025년 준공 및 개관이 목표다.\n\n김병주 회장의 기부로 건립금 전부가 기부금으로 충당됐다. 서울시는 예우 차원에서 서울시립도서관 이름을 \'서울시립 김병주도서관\'으로 명명할 예정이다.\n\n김 회장은 2010년 자신이 졸업한 미 하버포드 대학의 \'기숙사(Ki Yong Kim Hall)\' 건립에 전액 기부했으며, 또 다른 모교인 하버드 경영대학원에도 꾸준히 후원하고 있다. MBK 파트너스 설립 2년 만인 2007년에는 \'MBK 장학재단\'을 사재출연으로 설립했다. 학업을 지속하는데 경제적 어려움을 겪는 학생들에게 매년 학자금 전액을 장학금을 지원한다. MBK 장학재단의 장학생은 올해까지 총 155명이 배출됐다.\n\n김 회장은 ""교육과 문화 예술 부문에 집중해 \'임팩트 기부(impact giving)\'를 실천하고자 노력했다""며 ""교육은 세상을 변화시킬 수 있는 동력이자 핵심""이라고 말했다.\n\n한편, 아시아의 자선가 15인에는 김정주 넥슨 창업자도 이름을 올렸다. 그외에도 알리바바 그룹의 공동 창업자이자 조셉 차이 부회장과 그의 아내 클라라 우 차이, 빈그룹의 창업자인 팜 녓 브엉 회장, 대만 파우자 그룹의 설립자인 린 첸 하이 회장, 필리핀 SM그룹의 테레시타 시 코손, 일본 키엔스의 설립자인 타케미츠 타키자키 명예회장, 말레이시아 선웨이 그룹의 제프리 체아 회장, 홍콩 항룽 그룹의 로니에 찬 회장과 모닝사이드 그룹의 제럴드 찬 공동설립자, 싱가포르 팬 퍼시픽 호텔 그룹의 위 웨이 링 총괄 등이 포함됐다.']"
['2021.12.14. 오후 2:51'],"['정은보 금감원장 ""증권사 시장조성자 과징금 과도…추후 제재결정""']","['""거래소 종합검사 재연장할지 검토 중""\n정은보 금융감독원장이 14일 서울 여의도 켄싱턴호텔에서 열린 회계법인 CEO와의 간담회에서 발언하고 있다. ⓒ금융감독원\n[데일리안 = 김민석 기자] 정은보 금융감독원장이 14일 ""시장조성자 역할을 맡은 증권사가 느끼는 과징금에 대한 부담이 과도해 보일 수 있다는 점을 우선해 문제의식을 갖고 재검토를 결정하고 있다""고 말했다.\n\n이날 정 금감원장은 서울 여의도 켄싱턴호텔에서 열린 회계법인 최고경영자(CEO)와 간담회 후 기자들과 만나 ""현재 진행 중인 한국거래소 검사 과정에서 시장조성자 운영 현황을 들여다보고 있다""고 설명했다.\n\n정 원장은 ""시장조성자제도가 2016년 도입된 이후 운영에 관한 평가가 미흡했다""며 ""거래소 검사 결과에 따라 필요하다면 제도개선에 나설 예정이지만 증권사나 거래소의 운영 과정에서 발견된 문제점에 대한 더 객관적인 평가가 이뤄져야 할 것 같다""고 주장했다.\n\n이어 ""결과를 보고 금융위원회와 협의해 구체적인 제재와 제도개선을 결론 내겠다""고 덧붙였다.\n\n시장조성자제도는 증권사가 저유동성 종목 등이 원활히 거래될 수 있도록 유동성을 공급하는 제도다. 거래소와 계약을 맺은 증권사는 계약 대상 종목에 상시로 매도·매수 호가를 제출하는 방식으로 시장조성 역할을 담당한다.\n\n앞서 지난 9월 금감원은 시장조성자로 활동하는 미래에셋증권, 한화투자증권, 신한금융투자, 한국투자증권, 신영증권, 부국증권 등 시장조성자 증권사 9곳이 과도한 호가정정으로 주가에 영향을 줬다며 480억원 규모의 과징금을 부과한 바 있다.\n\n하지만 정 원장은 지난달 증권사 CEO와 만난 후 ""필요한 수준만큼선지만 책임을 질 수 있도록 과징금이 조정될 가능성이 있다""며 징계 축소 가능성을 내비쳤다. 이에 금융권 일각에선 과징금 자체가 취소될 가능성도 충분한 것으로 보고 있다.\n\n정 원장은 이날 과징금 취소 가능성에 관한 질문에 ""거래소에 대한 검사를 마무리짓고 나서 결론을 내도록 하겠다""며 ""현재 진행되는 시장조성자 업무와 역할을 당초와 선진국에서 운영하는 것과 비교해 어떻게 평가할 수 있느냐를 검토하고 있다""고 설명했다.']"
['2021.12.14. 오후 2:49'],"['“이직하면 연봉 50% 제공”… 금감원, 보험대리점 조사 착수']","['금융감독원이 과다한 이적료를 제공하는 일부 대형 법인보험대리점(GA)들을 조사하기 시작했다./그래픽=뉴스1\n\n#. 대형 법인보험대리점(GA) A사는 지난달 파격적인 경력 채용 공고를 냈다. 지난해 2억원 이상 번 설계사에게 연봉의 50%를 신인정착지원비(스카우트와 정착비)를 주겠다고 한 것이다.\n\n이직과 동시에 최대 1억원 이상을 벌 수 있는 셈이다. 높은 이적료가 초년도 모집수수료를 월 납입보험료의 1200% 이하로 제한하는 이른바 ‘1200%룰’을 피해갈 수 있는 유일한 수단이라고 판단한 A사는 조만간 채용 공고를 또 낼 예정이다. \n\n금융당국이 GA들을 대상으로 과다한 이적료 지급 여부에 대한 조사에 들어갔다. 금융당국은 일부 GA들이 1200%를을 피해가기 위해 편법으로 과다한 이적료를 지급하고 있다는 사실을 적발하고 매출 기준 상위 66개사를 대상으로 전수 조사하기 시작한 것이다. \n\n14일 금융권에 따르면 지난주부터 금융감독원은 대형 GA를 대상으로 올해 영입한 경력 설계사 현황에 대한 자료를 받기 시작했다. 설계사 이름과 위촉시기, 직전 회사 소속 등을 포함해 이직 후 이적료 지급 여부를 조사하기 시작한 것이다. \n\n한 대형 GA 소속 설계사는 “1200%룰을 피해가기 위해 이적료를 높게 지급하는 형태로 분위기가 바뀌고 있다”고 설명했다.  \n\n이러한 현상의 가장 큰 원인으로 ‘1200% 룰’의 풍선효과가 꼽힌다. 올 1월부터 시행된 1200% 룰은 1년차 모집수수료를 월 납입보험료의 1200% 이하로 제한하는 규제다. 통상 설계사들은 보험 상품 팔면 1~3년에 걸쳐 수수료를 나눠 받는다. \n\n첫해에 지급하는 수수료 규모를 제한해 과도한 수수료 경쟁과 철새·먹튀설계사 양산을 막겠다는 취지로 도입됐다. \n\n수수료 경쟁을 유도하는 기존 영업 방식을 쓰기 어려워진 GA들은 외부 설계사를 영입해 외형 확장에 나섰다. 이는 1200%룰로 예년보다 소득이 줄어든 설계사들의 수요와도 맞아 떨어졌다.\n\n1200% 룰은 보험사가 GA에 지급하는 수수료만 규제 대상이다. GA가 설계사에게 지급하는 수수료는 규제 대상이 아니다. GA가 유보금을 활용해 신인정착지원비로 얼마를 쓰든 제재할 근거는 없다. \n\n금융권 한 관계자는 “현장검사 등을 통해 ‘1200% 룰’ 운영 현황을 파악할 계획”이라며 “제도 취지를 고려하면 GA 역시 초년도 수수료 상한 제한을 준수해야 한다는 입장”이라고 말했다. 이어 “다만 당국이 편법 사례를 적발하더라도 1200%룰 준수 의무는 보험사에 있는 만큼 구체적인 제재 방안은 논의해 봐야 할 것”이라고 설명했다.']"
['2021.12.14. 오후 2:46'],"['김학수 금융결제원장 ""\'데이탑\'으로 새로운 금융 플랫폼 시대 개막""']","[""데이터를 금융기관뿐만 아니라 핀테크, 기업, 연구기관 등에서 활용하는 길이 열린다. '데이탑'(Datop)을 통해 비식별화한 데이터로 서비스를 창출하는 데이터 경제시대가 도래했다. 데이탑 운영기관인 금융결제원은 주제별 '데이터 마트'를 구축해서 대응한다는 계획이다.\n\n금결원은 14일 데이터를 비식별화 기반으로 통합해 분석·개발·결합하는 금융권 공동 데이터 플랫폼 '데이탑'을 구축하고 데이터 포털을 오픈했다고 밝혔다. 이날 선포식에는 고승범 금융위원장과 배준석 한국은행 부총재보, 금융 관련 협회와 유관·공공기관 대표자는 물론 금융회사 대표 및 CB사 대표 등이 참석했다. 김학수 금결원장은 “금결원 창립 이래 전자금융, 인증, 지로, 어음교환 등 양질의 금융결제 정보를 축적했지만 정보가 가공되지 않은 목재처럼 쌓여만 있었다”면서 “1년 동안 목재를 가공·정제하고 고품질 데이터로 만들어서 데이탑 플랫폼이라는 '데이터 댐'에 담았다”고 설명했다.\n\n[표]데이탑 개념도(출처-금융결제원)\n\n데이탑은 금결원이 보유한 일평균 2억3000만건의 금융 결제 데이터를 분석·개방·결합하는 금융권 공동 공유 인프라다. 금융사는 물론 대국민, 핀테크 등 데이터 결합 서비스 이용 기관이 데이탑에 공개된 분석 데이터를 활용할 수 있다. 분석, 개방, 결합 등 3개 플랫폼으로 이뤄졌다. 금융회사, 국민, 데이터 결합서비스 이용기관을 주요 서비스 대상으로 설정, 각 특성에 맞는 데이터셋을 제공한다. 데이탑이 제공하는 지로 납부, 자동이체, 홈펌뱅킹 이체, 오픈뱅킹 거래, 입출금 내역 정보 등 고객의 현금 흐름 데이터를 은행이 활용할 수 있게 됐다. 특정 분야의 지출 분석 기반으로 카드 상품 마케팅을 펼치거나 저축 현황 분석을 통한 저축 상품 가입 유도가 가능하다.\n\n데이탑을 활용한 사례도 공유됐다. 금융 의심·사기 정보를 통합한 분석정보를 금융회사에 제공하는 금융의심거래 정보 분석·공유 서비스(FAS)에 데이탑이 새로운 허브로 등장한다. 고령층, 장애인 등 정보 소외계층에게 현금자동인출금기(ATM) 및 점포 정보를 제공하는 금융권 ATM·지점 데이터 분석 웹서비스도 금결원 데이탑 정보를 활용한다.\n\n고승범 금융위원장은 “데이터 정보 공유·개방이 전 세계적인 흐름이 되고 있으며, 데이터 개방 결합의 촉매 역할을 하는 인프라가 무엇보다 필요하다”면서 “(데이탑이) 데이터 촉매로 작용하길 기대한다”고 말했다.""]"
